Modulo,Recurso,Operacion,Endpoint,Proteccion,Expresion exacta,ROL_CONTADOR,ROL_PLANEADOR,Notas,Archivo,Linea
Inventario,Producto,LISTAR/VER,GET /api/productos/insumos/autocomplete,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN,INV_PRODUCT_READ) + @PreAuthorize(""hasAnyAuthority('INV_PRODUCT_READ','ROL_CONTADOR','ROL_JEFE_CALIDAD','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN','ROL_PLANEADOR')",ALLOW,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ProductoController.java,115
Inventario,Producto,LISTAR/VER,GET /api/productos/terminados,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN,INV_PRODUCT_READ) + @PreAuthorize(""hasAnyAuthority('INV_PRODUCT_READ','ROL_CONTADOR','ROL_JEFE_CALIDAD','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",ALLOW,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ProductoController.java,125
Inventario,Producto,EDITAR,PUT /api/productos/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES', 'ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ProductoController.java,159
Inventario,Producto,ANULAR,DELETE /api/productos/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES', 'ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ProductoController.java,173
Inventario,Producto,CAMBIAR_ESTADO,PATCH /api/productos/{id}/estado,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES', 'ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ProductoController.java,184
Inventario,Producto,EDITAR,PUT /api/productos/{id}/unidad-medida,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES', 'ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ProductoController.java,193
Inventario,Proveedor,LISTAR/VER,GET /api/proveedores/autocomplete,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_COMPRADOR','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ProveedorController.java,62
Inventario,RecepcionOC,LISTAR/VER,GET /api/recepciones/{codigo},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_ALMACENES,ROL_ALMACENISTA,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/RecepcionOCController.java,32
Inventario,ReporteCompras,LISTAR/VER,GET /api/reportes/compras/excel,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_COMPRADOR','ROL_CONTADOR','ROL_SUPER_ADMIN')",ALLOW,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteComprasController.java,35
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/alta-rotacion,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_JEFE_ALMACENES','ROL_SUPER_ADMIN','ROL_COMPRADOR','ROL_PLANEADOR','ROL_CONTADOR','INV_REPORTES_EXPORT')",ALLOW,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,41
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/baja-rotacion,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_JEFE_ALMACENES','ROL_SUPER_ADMIN','ROL_COMPRADOR','ROL_PLANEADOR','ROL_CONTADOR','INV_REPORTES_EXPORT')",ALLOW,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,57
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/mas-costosos,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_JEFE_ALMACENES','ROL_SUPER_ADMIN','ROL_PLANEADOR')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,73
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/trazabilidad-lote,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_ANALISTA_CALIDAD','ROL_SUPER_ADMIN','ROL_PLANEADOR')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,88
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/productos-retencion-liberacion,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ANALISTA_CALIDAD','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,101
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/no-conformidades,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ANALISTA_CALIDAD','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,118
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/capas,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ANALISTA_CALIDAD','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,136
Inventario,ReporteInventario,LISTAR/VER,GET /api/reportes/stock-disponible,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_COMPRADOR,ROL_CONTADOR,ROL_ANALISTA_CALIDAD,ROL_JEFE_CALIDAD,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN','ROL_PLANEADOR','ROL_CONTADOR','INV_REPORTES_EXPORT')",ALLOW,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReporteInventarioController.java,153
Inventario,ReservaLoteAdmin,CREAR,POST /api/admin/repair/reservas-lote,SecurityConfig + @PreAuthorize,"authenticated + @PreAuthorize(""hasAuthority('ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/ReservaLoteAdminController.java,19
Inventario,SalidaPt,LISTAR/VER,GET /api/inventario/salida-pt/config,SecurityConfig + @PreAuthorize,"authenticated + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SalidaPtController.java,34
Inventario,SalidaPt,LISTAR/VER,GET /api/inventario/lotes/pt-disponibles,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_ALMACENES,ROL_ALMACENISTA,ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_JEFE_CALIDAD,ROL_CONTADOR,ROL_PLANEADOR,ROL_SUPER_ADMIN,INV_LOTES_READ) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SalidaPtController.java,44
Inventario,SalidaPtPicklist,LISTAR/VER,GET /api/inventario/salida-pt/picklist/{id},SecurityConfig + @PreAuthorize,"authenticated + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SalidaPtPicklistController.java,25
Inventario,SalidaPtPicklist,LISTAR/VER,GET /api/inventario/salida-pt/picklist/{id}/pdf,SecurityConfig + @PreAuthorize,"authenticated + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SalidaPtPicklistController.java,31
Inventario,SalidaPtPicklist,CREAR,POST /api/inventario/salida-pt/picklist/{id}/ejecutar,SecurityConfig + @PreAuthorize,"authenticated + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SalidaPtPicklistController.java,41
Inventario,SolicitudMovimiento,LISTAR/VER,GET /api/inventarios/solicitudes/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudMovimientoController.java,82
Inventario,SolicitudMovimiento,APROBAR,PUT /api/inventarios/solicitudes/{id}/aprobar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudMovimientoController.java,88
Inventario,SolicitudMovimiento,RECHAZAR,PUT /api/inventarios/solicitudes/{id}/rechazar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudMovimientoController.java,98
Inventario,SolicitudMovimiento,EDITAR,PUT /api/inventarios/solicitudes/{id}/revertir-autorizacion,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudMovimientoController.java,106
Inventario,SolicitudMovimiento,CREAR,POST /api/inventarios/solicitudes/{id}/autorizar-todo,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_ALMACENES','ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudMovimientoController.java,116
Inventario,SolicitudPorOrden,LISTAR/VER,GET /api/inventario/solicitudes/por-orden,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_JEFE_ALMACENES','ROL_JEFE_PRODUCCION','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudPorOrdenController.java,37
Inventario,SolicitudPorOrden,LISTAR/VER,GET /api/inventario/solicitudes/orden/{ordenId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_JEFE_ALMACENES','ROL_JEFE_PRODUCCION','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudPorOrdenController.java,79
Inventario,SolicitudPorOrden,LISTAR/VER,GET /api/inventario/solicitudes/orden/{ordenId}/picklist,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_JEFE_ALMACENES','ROL_JEFE_PRODUCCION','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/SolicitudPorOrdenController.java,85
Inventario,TipoMovimientoDetalle,ANULAR,DELETE /api/inventario/tipos-movimiento-detalle/{id},SecurityConfig,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN)",ALLOW,ALLOW,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/inventario/controller/TipoMovimientoDetalleController.java,35
Inventario,UbicacionFisica,EDITAR,PUT /api/ubicaciones/{id},SecurityConfig + @PreAuthorize,"authenticated + @PreAuthorize(""hasAnyAuthority('ROL_ALMACENISTA','ROL_JEFE_ALMACENES','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/inventario/controller/UbicacionFisicaController.java,34
Inventario,UnidadMedida,LISTAR/VER,GET /api/unidades/{id},SecurityConfig,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN)",ALLOW,ALLOW,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/inventario/controller/UnidadMedidaController.java,23
Inventario,UnidadMedida,EDITAR,PUT /api/unidades/{id},SecurityConfig,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN)",ALLOW,ALLOW,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/inventario/controller/UnidadMedidaController.java,34
Inventario,UnidadMedida,ANULAR,DELETE /api/unidades/{id},SecurityConfig,"hasAnyAuthority(ROL_ALMACENISTA,ROL_JEFE_ALMACENES,ROL_CONTADOR,ROL_COMPRADOR,ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN)",ALLOW,ALLOW,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/inventario/controller/UnidadMedidaController.java,41
Produccion,AlistamientoProduccion,LISTAR/VER,GET /api/produccion/ordenes/{id}/alistamiento,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_JEFE_CALIDAD,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_JEFE_ALMACENES','ROL_ALMACENISTA','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/AlistamientoProduccionController.java,18
Produccion,BatchRecord,LISTAR/VER,GET /api/produccion/batch-record/{ordenProduccionId}/pdf,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_JEFE_CALIDAD,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_BATCH_RECORD_EXPORT','ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/BatchRecordController.java,145
Produccion,BatchRecord,CREAR,POST /api/produccion/calidad/batch-record/{ordenProduccionId}/decision,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('PROD_BATCH_RECORD_DECIDE','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/BatchRecordController.java,165
Produccion,ChecklistEtapaTemplate,LISTAR/VER,GET /api/produccion/plantillas-etapas/{etapaPlantillaId}/checklist,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ChecklistEtapaTemplateController.java,20
Produccion,ChecklistEtapaTemplate,CREAR,POST /api/produccion/plantillas-etapas/{etapaPlantillaId}/checklist,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_LIDER_ALIMENTOS','ROL_LIDER_HOMEOPATICOS','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ChecklistEtapaTemplateController.java,26
Produccion,ChecklistEtapaTemplate,EDITAR,PUT /api/produccion/checklist-template/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_LIDER_ALIMENTOS','ROL_LIDER_HOMEOPATICOS','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ChecklistEtapaTemplateController.java,33
Produccion,ChecklistEtapaTemplate,ANULAR,DELETE /api/produccion/checklist-template/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_LIDER_ALIMENTOS','ROL_LIDER_HOMEOPATICOS','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ChecklistEtapaTemplateController.java,40
Produccion,ChecklistEtapaTemplate,CREAR,POST /api/produccion/plantillas-etapas/{etapaPlantillaId}/checklist/copiar-desde,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_LIDER_ALIMENTOS','ROL_LIDER_HOMEOPATICOS','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ChecklistEtapaTemplateController.java,47
Produccion,ControlCalidadProceso,LISTAR/VER,GET /api/produccion/calidad/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ControlCalidadProcesoController.java,32
Produccion,ControlCalidadProceso,EDITAR,PUT /api/produccion/calidad/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ControlCalidadProcesoController.java,53
Produccion,ControlCalidadProceso,ANULAR,DELETE /api/produccion/calidad/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/ControlCalidadProcesoController.java,70
Produccion,EtapaPlantilla,LISTAR/VER,GET /api/produccion/plantillas/{productoId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_LIDER_ALIMENTOS,ROL_LIDER_HOMEOPATICOS,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/produccion/controller/EtapaPlantillaController.java,21
